|6.6.6
2018PPGrt_01_1.tab                                                                                  
           2
T(K)    
   673.00000000000000     
   3.0303030303030303     
         100
P(bar)  
   2000.0000000000000     
   30.303030303030305     
         100
           4
T(K)           P(bar)         Gt(W),vo%      St(W),vo%     
  833.606        3424.24       0.769476        17.7495     
  836.636        3424.24       0.748996        17.8389     
  839.667        3424.24       0.728488        17.9402     
  842.697        3424.24       0.686555        18.0607     
  845.727        3424.24        1.00902        12.4348     
  848.758        3424.24        1.67276                 NaN
  851.788        3424.24        1.65465                 NaN
  854.818        3424.24        1.58842                 NaN
  857.848        3424.24        1.51792                 NaN
  860.879        3424.24        1.46540                 NaN
  863.909        3424.24        1.41671                 NaN
  866.939        3424.24        1.39480                 NaN
  869.970        3424.24        1.32832                 NaN
  873.000        3424.24        1.27176                 NaN
  876.030        3424.24        1.22293                 NaN
  879.061        3424.24        1.20379                 NaN
  882.091        3424.24        1.18260                 NaN
  885.121        3424.24        1.12863                 NaN
  888.152        3424.24        1.09148                 NaN
  891.182        3424.24        1.04570                 NaN
  894.212        3424.24       0.985805                 NaN
  897.242        3424.24       0.970076                 NaN
  900.273        3424.24       0.924429                 NaN
  903.303        3424.24       0.882731                 NaN
  906.333        3424.24       0.841038                 NaN
  909.364        3424.24       0.750656                 NaN
  912.394        3424.24       0.749660                 NaN
  915.424        3424.24       0.733574                 NaN
  918.455        3424.24       0.753694                 NaN
  921.485        3424.24       0.764828                 NaN
  924.515        3424.24       0.848733                 NaN
  927.545        3424.24       0.848346                 NaN
  930.576        3424.24       0.847806                 NaN
  933.606        3424.24       0.955318                 NaN
  936.636        3424.24       0.955328                 NaN
  939.667        3424.24        1.06834                 NaN
  942.697        3424.24        1.06835                 NaN
  945.727        3424.24        1.06836                 NaN
  948.758        3424.24        1.19648                 NaN
  951.788        3424.24        1.19649                 NaN
  954.818        3424.24        1.34287                 NaN
  957.848        3424.24        1.34288                 NaN
  960.879        3424.24        1.34290                 NaN
  963.909        3424.24        1.51135                 NaN
  966.939        3424.24        1.54042                 NaN
  969.970        3424.24        1.54357                 NaN
  973.000        3424.24        1.46243                 NaN
  673.000        3454.55                 NaN            NaN
  676.030        3454.55                 NaN            NaN
  679.061        3454.55                 NaN            NaN
  682.091        3454.55                 NaN            NaN
  685.121        3454.55                 NaN            NaN
  688.152        3454.55                 NaN            NaN
  691.182        3454.55                 NaN            NaN
  694.212        3454.55                 NaN            NaN
  697.242        3454.55                 NaN            NaN
  700.273        3454.55                 NaN            NaN
  703.303        3454.55                 NaN            NaN
  706.333        3454.55                 NaN            NaN
