|6.6.6
2018PPGrt_01_1.tab                                                                                  
           2
T(K)    
   673.00000000000000     
   3.0303030303030303     
         100
P(bar)  
   2000.0000000000000     
   30.303030303030305     
         100
           6
T(K)           P(bar)         C[Gt(W)1]      C[Gt(W)2]      C[Gt(W)3]      C[Gt(W)4]     
  751.788        2545.45       0.133745       0.300617       0.535185       0.304527E-001
  754.818        2545.45       0.111934       0.300617       0.554938       0.325103E-001
  757.848        2545.45       0.111934       0.300617       0.554938       0.325103E-001
  760.879        2545.45       0.111934       0.300617       0.554938       0.325103E-001
  763.909        2545.45       0.975309E-001  0.300617       0.566049       0.358025E-001
  766.939        2545.45       0.975309E-001  0.300617       0.566049       0.358025E-001
  769.970        2545.45       0.757202E-001  0.300617       0.588272       0.353909E-001
  773.000        2545.45       0.757202E-001  0.300617       0.588272       0.353909E-001
  776.030        2545.45       0.757202E-001  0.300617       0.588272       0.353909E-001
  779.061        2545.45       0.707819E-001  0.300617       0.588272       0.403292E-001
  782.091        2545.45       0.690653E-001  0.297811       0.591460       0.416642E-001
  785.121        2545.45       0.654321E-001  0.293210       0.599383       0.419753E-001
  788.152        2545.45       0.603647E-001  0.269240       0.623968       0.464276E-001
  791.182        2545.45       0.568742E-001  0.253516       0.640304       0.493058E-001
  794.212        2545.45       0.542264E-001  0.240414       0.654189       0.511705E-001
  797.242        2545.45       0.518822E-001  0.229533       0.665467       0.531176E-001
  800.273        2545.45       0.497942E-001  0.223663       0.672222       0.543210E-001
  803.303        2545.45       0.472786E-001  0.229463       0.664779       0.584793E-001
  806.333        2545.45       0.427249E-001  0.246056       0.647054       0.641654E-001
  809.364        2545.45       0.365921E-001  0.269848       0.617348       0.762113E-001
